OID,COUNT,FOR_TEN,FOR_CATEGO,FOREST,STATE,FOR_BURNS,FOR_BURN_T
36336,12,MUF,Native forest,1,Vic,2,Planned burns only
36337,2,MUF,Native forest,1,Vic,2,Planned burns only
36339,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36340,7,MUF,Native forest,1,Vic,1,Unplanned burns only
36341,16,MUF,Native forest,1,Vic,1,Unplanned burns only
36342,20,MUF,Native forest,1,Vic,1,Unplanned burns only
36343,44,MUF,Native forest,1,Vic,1,Unplanned burns only
36344,8,MUF,Native forest,1,Vic,1,Planned burns only
36345,48,MUF,Native forest,1,Vic,1,Planned burns only
36346,599,MUF,Commercial plantation,1,Vic,1,Unplanned burns only
36347,83,MUF,Native forest,1,Vic,2,Unplanned burns only
36348,7,OCL,Commercial plantation,1,Vic,1,Unplanned burns only
36349,1,NCR,Native forest,1,Vic,1,Unplanned burns only
36350,44,MUF,Native forest,1,Vic,2,Unplanned burns only
36351,7,NCR,Native forest,1,Vic,2,Unplanned burns only
36353,466,MUF,Native forest,1,Vic,1,Unplanned burns only
36354,5,PRIV,Native forest,1,Vic,1,Unplanned burns only
36355,3,NCR,Other forest,1,Vic,1,Unplanned burns only
36356,5,NCR,Native forest,1,Vic,2,Unplanned burns only
36357,2,OCL,Native forest,1,Vic,1,Unplanned burns only
36358,4,PRIV,Native forest,1,Vic,2,Planned burns only
36359,2,PRIV,Native forest,1,Vic,1,Unplanned burns only
36360,320,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36361,354,MUF,Native forest,1,Vic,2,Planned burns only
36362,24,MUF,Native forest,1,Vic,1,Planned burns only
36363,15,PRIV,Native forest,1,Vic,1,Unplanned burns only
36364,441,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36365,1960,NCR,Native forest,1,Vic,1,Unplanned burns only
36366,1,PRIV,Native forest,1,Vic,2,Planned burns only
36367,15,NCR,Native forest,1,Vic,1,Planned burns only
36368,5,OCL,Native forest,1,Vic,1,Planned burns only
36369,4,OCL,Native forest,1,Vic,1,Unplanned burns only
36370,1,OCL,Other forest,1,Vic,1,Planned burns only
36371,1,OCL,Native forest,1,Vic,1,Planned burns only
36372,4,MUF,Native forest,1,Vic,1,Unplanned burns only
36373,1, ,Non-forest,0,Vic,-9, 
36374,1,MUF,Native forest,1,Vic,1,Planned burns only
36375,20,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36376,8,PRIV,Native forest,1,Vic,1,Planned burns only
36377,5,MUF,Native forest,1,Vic,1,Unplanned burns only
36378,3,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36379,1,MUF,Native forest,1,Vic,2,Planned burns only
36380,405,NCR,Native forest,1,Vic,1,Unplanned burns only
36381,15,PRIV,Native forest,1,Vic,2,Unplanned burns only
36382,5,MUF,Native forest,1,Vic,3,Planned burns only
36383,42,MUF,Native forest,1,Vic,2,Planned burns only
36384,399,NCR,Native forest,1,Vic,1,Unplanned burns only
36385,1,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36386,1170,PRIV,Native forest,1,Vic,1,Unplanned burns only
36387,2,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36388,12,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36389,1355,PRIV,Native forest,1,Vic,0,Forest not burnt
36390,93,OCL,Native forest,1,Vic,0,Forest not burnt
36391,1,NCR,Native forest,1,Vic,1,Unplanned burns only
36392,1,MUF,Native forest,1,Vic,1,Unplanned burns only
36393,2,MUF,Native forest,1,Vic,1,Unplanned burns only
36394,110,MUF,Native forest,1,Vic,0,Forest not burnt
36395,10,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36396,3,MUF,Native forest,1,Vic,0,Forest not burnt
36397,3150,MUF,Native forest,1,Vic,1,Unplanned burns only
36398,3,PRIV,Other forest,1,Vic,1,Unplanned burns only
36399,1,MUF,Native forest,1,Vic,0,Forest not burnt
36400,27,MUF,Native forest,1,Vic,1,Unplanned burns only
36401,614,OCL,Native forest,1,Vic,1,Unplanned burns only
36402,126,OCL,Native forest,1,Vic,1,Unplanned burns only
36403,2,MUF,Native forest,1,Vic,1,Unplanned burns only
36404,1,PRIV,Other forest,1,Vic,0,Forest not burnt
36405,2,MUF,Native forest,1,Vic,1,Unplanned burns only
36406,60,PRIV,Native forest,1,Vic,1,Unplanned burns only
36407,5,MUF,Native forest,1,Vic,2,Unplanned burns only
36408,43,OCL,Native forest,1,Vic,0,Forest not burnt
36409,6,MUF,Native forest,1,Vic,2,Unplanned burns only
36410,4,MUF,Native forest,1,Vic,1,Unplanned burns only
36411,110,OCL,Native forest,1,Vic,1,Unplanned burns only
36413,1,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36414,35,PRIV,Native forest,1,Vic,2,Unplanned burns only
36415,786,MUF,Native forest,1,Vic,1,Unplanned burns only
36416,2,OCL,Native forest,1,Vic,1,Unplanned burns only
36417,1,NCR,Native forest,1,Vic,1,Unplanned burns only
36418,183,PRIV,Native forest,1,Vic,1,Unplanned burns only
36419,1280,MUF,Native forest,1,Vic,2,Unplanned burns only
36420,47,MUF,Native forest,1,Vic,1,Unplanned burns only
36421,779,MUF,Native forest,1,Vic,1,Unplanned burns only
36422,149,MUF,Native forest,1,Vic,2,Unplanned burns only
36423,2,MUF,Native forest,1,Vic,1,Unplanned burns only
36424,146,NCR,Native forest,1,Vic,1,Unplanned burns only
36425,14,PRIV,Native forest,1,Vic,1,Unplanned burns only
36426,29,NCR,Native forest,1,Vic,2,Unplanned burns only
36427,70,NCR,Native forest,1,Vic,2,Unplanned burns only
36428,4,NCR,Native forest,1,Vic,2,Unplanned burns only
36429,10,MUF,Native forest,1,Vic,2,Unplanned burns only
36430,5,MUF,Native forest,1,Vic,1,Unplanned burns only
36432,1,MUF,Native forest,1,Vic,1,Unplanned burns only
36433,1,PRIV,Other forest,1,Vic,1,Unplanned burns only
36434,739,NCR,Native forest,1,Vic,0,Forest not burnt
36435,1554,NCR,Native forest,1,Vic,2,Unplanned burns only
36436,116,NCR,Native forest,1,Vic,2,Unplanned burns only
36437,1,PRIV,Native forest,1,Vic,1,Unplanned burns only
36438,67,MUF,Native forest,1,Vic,1,Unplanned burns only
36439,1002,NCR,Native forest,1,Vic,0,Forest not burnt
36440,62,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36441,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36442,699,MUF,Native forest,1,Vic,2,Unplanned burns only
36443,6,NCR,Native forest,1,Vic,1,Unplanned burns only
36444,7,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36445,6,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36446,5302,MUF,Native forest,1,Vic,1,Unplanned burns only
36447,202,MUF,Native forest,1,Vic,1,Unplanned burns only
36448,13,MUF,Native forest,1,Vic,2,Unplanned burns only
36449,44,MUF,Native forest,1,Vic,1,Unplanned burns only
36450,95,NCR,Native forest,1,Vic,1,Unplanned burns only
36451,8,NCR,Native forest,1,Vic,1,Unplanned burns only
36452,2,MUF,Native forest,1,Vic,3,Planned and Unplanned burns
36453,7,MUF,Native forest,1,Vic,3,Planned and Unplanned burns
36454,3,MUF,Native forest,1,Vic,3,Planned and Unplanned burns
36455,2,PRIV,Native forest,1,Vic,2,Unplanned burns only
36456,1,MUF,Native forest,1,Vic,3,Planned and Unplanned burns
36457,8,NCR,Native forest,1,Vic,1,Unplanned burns only
36458,57,NCR,Native forest,1,Vic,1,Unplanned burns only
36459,1,PRIV,Native forest,1,Vic,2,Unplanned burns only
36460,3,NCR,Native forest,1,Vic,1,Unplanned burns only
36461,3,PRIV,Native forest,1,Vic,1,Unplanned burns only
36462,19,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36463,3,MUF,Native forest,1,Vic,1,Unplanned burns only
36464,2,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36465,128,PRIV,Native forest,1,Vic,1,Unplanned burns only
36466,1,OCL,Native forest,1,Vic,1,Unplanned burns only
36467,47,PRIV,Native forest,1,Vic,0,Forest not burnt
36468,1,OCL,Commercial plantation,1,Vic,1,Unplanned burns only
36470,38,MUF,Native forest,1,Vic,2,Planned burns only
36471,1,MUF,Native forest,1,Vic,1,Planned burns only
36472,16,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36473,8,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36474,12,MUF,Native forest,1,Vic,2,Unplanned burns only
36475,2,PRIV,Native forest,1,Vic,1,Unplanned burns only
36476,25,NCR,Native forest,1,Vic,1,Planned burns only
36477,1,MUF,Native forest,1,Vic,1,Unplanned burns only
36478,10,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36479,1,MUF,Native forest,1,Vic,1,Unplanned burns only
36480,1,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
36481,1,PRIV,Other forest,1,Vic,1,Unplanned burns only
36482,4,OCL,Native forest,1,Vic,2,Planned and Unplanned burns
36483,10,PRIV,Native forest,1,Vic,1,Unplanned burns only
36484,1,MUF,Native forest,1,Vic,2,Unplanned burns only
36485,3,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
36486,385,NCR,Native forest,1,Vic,1,Unplanned burns only
36487,2,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36488,1,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36490,5,PRIV,Native forest,1,Vic,1,Unplanned burns only
36491,962,NCR,Native forest,1,Vic,1,Unplanned burns only
36493,1,NCR,Native forest,1,Vic,1,Unplanned burns only
36494,6,MUF,Native forest,1,Vic,2,Unplanned burns only
36495,7, ,Non-forest,0,Vic,-9, 
36496,3, ,Non-forest,0,Vic,-9, 
36497,2,MUF,Native forest,1,Vic,1,Planned burns only
36498,11,MUF,Native forest,1,Vic,1,Planned burns only
36499,1203,NCR,Native forest,1,Vic,0,Forest not burnt
36500,5892,NCR,Native forest,1,Vic,0,Forest not burnt
36501,16,PRIV,Native forest,1,Vic,1,Planned burns only
36502,2,PRIV,Native forest,1,Vic,2,Planned and Unplanned burns
36503,1,OCL,Native forest,1,Vic,2,Planned and Unplanned burns
36504,90,PRIV,Native forest,1,Vic,0,Forest not burnt
36505,2,OCL,Native forest,1,Vic,1,Unplanned burns only
36506,6,OCL,Native forest,1,Vic,1,Unplanned burns only
36507,5,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36508,13,OCL,Native forest,1,Vic,1,Planned burns only
36509,7,PRIV,Native forest,1,Vic,1,Unplanned burns only
36510,988,PRIV,Native forest,1,Vic,0,Forest not burnt
36511,3,PRIV,Native forest,1,Vic,2,Planned and Unplanned burns
36512,16,OCL,Native forest,1,Vic,1,Planned burns only
36513,17,OCL,Native forest,1,Vic,1,Planned burns only
36514,2,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36515,1,MUF,Native forest,1,Vic,1,Planned burns only
36516,1,NCR,Native forest,1,Vic,1,Planned burns only
36517,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36518,1,NCR,Native forest,1,Vic,2,Unplanned burns only
36519,35,PRIV,Native forest,1,Vic,1,Planned burns only
36520,2,MUF,Native forest,1,Vic,1,Planned burns only
36521,3,MUF,Native forest,1,Vic,0,Forest not burnt
36522,24,MUF,Native forest,1,Vic,1,Planned burns only
36523,20,OCL,Native forest,1,Vic,1,Planned burns only
36524,10,OCL,Native forest,1,Vic,1,Planned burns only
36525,3,OCL,Native forest,1,Vic,0,Forest not burnt
36526,10,PRIV,Native forest,1,Vic,2,Unplanned burns only
36527,138,MUF,Native forest,1,Vic,0,Forest not burnt
36528,9,OCL,Native forest,1,Vic,1,Unplanned burns only
36529,4,MUF,Native forest,1,Vic,1,Planned burns only
36530,10,OCL,Native forest,1,Vic,0,Forest not burnt
36531,1,OCL,Native forest,1,Vic,1,Planned burns only
36532,17,MUF,Commercial plantation,1,Vic,1,Unplanned burns only
36533,41,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
36534,3,PRIV,Commercial plantation,1,Vic,2,Unplanned burns only
36535,63,MUF,Native forest,1,Vic,1,Unplanned burns only
36536,157,MUF,Native forest,1,Vic,1,Unplanned burns only
36537,349,PRIV,Native forest,1,Vic,0,Forest not burnt
36538,14,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36539,14,MUF,Native forest,1,Vic,2,Planned burns only
36540,1,MUF,Native forest,1,Vic,2,Planned burns only
36541,1,MUF,Native forest,1,Vic,2,Planned burns only
36542,59,PRIV,Native forest,1,Vic,1,Unplanned burns only
36543,103,NCR,Native forest,1,Vic,0,Forest not burnt
36544,1,MUF,Native forest,1,Vic,0,Forest not burnt
36545,8,PRIV,Native forest,1,Vic,1,Planned burns only
36546,123,OCL,Native forest,1,Vic,1,Unplanned burns only
36547,45,OCL,Native forest,1,Vic,1,Unplanned burns only
36548,45,OCL,Native forest,1,Vic,1,Unplanned burns only
36549,2,OCL,Native forest,1,Vic,1,Unplanned burns only
36550,433,MUF,Native forest,1,Vic,1,Unplanned burns only
36551,3,MUF,Native forest,1,Vic,2,Unplanned burns only
36552,176,PRIV,Native forest,1,Vic,1,Unplanned burns only
